34509222,103,"Budapest III. kerület, Ürömhegy",189,4,2025-01-11 18:08:44
34511721,127,"Budapest III. kerület, Ürömhegy",245,4,2025-01-11 18:08:44
33412443,120,"Budapest III. kerület, Csillaghegy",168,5,2025-01-11 18:08:44
33810693,105,"Budapest III. kerület, Ürömhegy",182,5,2025-01-11 18:08:44
33484732,105,"Budapest III. kerület, Aranyhegy",183.75,4,2025-01-11 18:08:44
33643923,130,"Budapest III. kerület, Csillaghegy",228,5,2025-01-11 18:08:44
34335453,130,"Budapest III. kerület, Ürömhegy",189.90,4,2025-01-11 18:08:44
34144137,95,"Budapest III. kerület, Aranyhegy",149,3.5,2025-01-11 18:08:44
34216971,125,"Budapest III. kerület, Csillaghegy",150,4,2025-01-11 18:08:44
34385800,105,"Budapest III. kerület, Aranyhegy",179.90,4,2025-01-11 18:08:44
34333588,104,"Budapest III. kerület, Ürömfű utca",189,4,2025-01-11 18:08:44
34497250,129,"Budapest XI. kerület, Madárhegy",184,5,2025-01-11 18:08:44
34366994,130,"Budapest II. kerület, II/A kerület - Budaliget",264.70,5.5,2025-01-11 18:08:44
34002024,122,"Budapest II. kerület, II/A kerület - Budaliget",265,4,2025-01-11 18:08:44
34025501,122,"Budapest II. kerület, Előd vezér utca",265,4,2025-01-11 18:08:44
33973446,116,"Budapest II. kerület, II/A kerület - Budaliget",265,4,2025-01-11 18:08:44
34025397,122,"Budapest II. kerület, Előd vezér utca",265,4,2025-01-11 18:08:44
